companyid,industry,pricingdate,trs_year,trs_value,actualpricingdate,dt
TRUE,TRUE,2015-09-30 00:00:00.000 --> 2015-09-30 00:00:00,TRUE,TRUE,2015-09-30 00:00:00.000 --> 2015-09-30 00:00:00,2020-10-12 --> 2020-10-12 00:00:00
